image_path,text_caption,label
normal/normal (85).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (86).png,This sonogram of breast is consistent with a normal diagnosis.,normal
normal/normal (87).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (88).png,Sonographic appearance of normal breast.,normal
normal/normal (89).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (9).png,"A B-mode ultrasound of breast, consistent with normal.",normal
normal/normal (90).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (91).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (92).png,Sonographic appearance of normal breast.,normal
normal/normal (93).png,This ultrasound demonstrates breast exhibiting features of normal.,normal
normal/normal (94).png,"A clinical ultrasound scan of breast, indicative of normal pathology.",normal
normal/normal (95).png,"A diagnostic ultrasound image of breast, with imaging features suggestive of normal.",normal
normal/normal (96).png,Echographic findings of breast showing normal characteristics.,normal
normal/normal (97).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (98).png,A grayscale ultrasound demonstrating normal changes in breast.,normal
normal/normal (99).png,Echographic findings of breast showing normal characteristics.,normal
